GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
NonPrimeSpiralMatrixCreator-test,zest,NonPrimeSpiralMatrixCreator,12,179,4,38,2,37,5,19,1,2
